id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
1720,Bán xe ADV160 ABS,85.000.000 đ,76.82 tr,90.18 tr,"Phường 11, Quận 11, Tp Hồ Chí Minh","Do không còn nhu cầu sử dụng nên ra đi em ADV160, đã lên một số đồ chơi. Máy móc êm, thay nhớt định kỳ mặc định 2.500km thay một lần. Giá còn thương lượng cho anh em có thiện chí",Honda,ADV 160,2023,11000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123685252.htm
1721,cần bán xe lead,8.600.000 đ,6.1 tr,7.16 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh","cần bán xe lead, đăng ký 2011 nữ đang chạy ,ngoại hình nhìn đẹp gái,máy xe chạy êm êm ,nay đổi xe mới nên nhà dư xe ,ai cần chạy liên hệ; ***. tuấn e. đến xem đt.trước 1h00.cám ơn người có thiện chí ( chính chủ công chứng quỹ quyền 15 năm)",Honda,Lead,2009,28961,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123690296.htm
1722,CBR150R mới keng 1 chủ. anh em thiện chí cứ trảgiá,35.000.000 đ,72.21 tr,84.76 tr,"Phường 8, Quận 11, Tp Hồ Chí Minh","Xe 1 chủ
Chìa còn đủ 2
Pô còn zin
Đã thay nhông sên dĩa DID bên motorworld
xe thay nhớt mỗi 2500km-3000km
Xe k đi mưa
Bất đắc dĩ đi mưa thì về sẽ rữa ngay và vệ sinh sên và dưỡng sên
Đã có che két nước
Xe keng, không đâm đụng té ngã, thuỷ kích bao thợ thầy qua check",Honda,CBR,2019,9577,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123682190.htm
1723,Bán AB 2019 xe 1 chủ,25.000.000 đ,23.78 tr,27.91 tr,"Phường 8, Quận 11, Tp Hồ Chí Minh","Xe chính chủ. Biển số TP.HCM. 
ODO hơn 30.000
Máy móc còn nguyên. 
Công chứng sang tên rút biển nhanh gọn. 
Khách thiện chí LH trực tiếp",Honda,Air Blade,2019,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123662701.htm
1724,ban xe sh it su dung lien he ***,80.000.000 đ,69.27 tr,81.32 tr,"Phường 5, Quận 11, Tp Hồ Chí Minh",Xe sh 150i abs sử dụng 12000 km đời cuối 2021 màu trắng ít sử dụng nên bán giá 80 triệu xem xe tai quan 11. Lien he để xem xe ***,Honda,SH,2021,12000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123632202.htm
1725,Xe chính chủ công chứng,9.500.000 đ,6.58 tr,7.72 tr,"Phường 15, Quận 11, Tp Hồ Chí Minh",Xe gia đình chính chủ bs TP HCM xe máy móc êm ái ít hao xăng xe trong gia đình chỉ đi làm việc công sở thôi ai thích dòng xe này liên hệ nhé anh chị tới xem thích liền kg tôn chi phí bảo dưỡng giao dịch xong công chứng cho bên mua,Honda,Wave,2011,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123514449.htm
1726,dư xe cần thanh lý honda ablack,6.000.000 đ,9.14 tr,10.73 tr,"Phường 14, Quận 11, Tp Hồ Chí Minh",Tôi thanh lý xe ablack đen cam 2016 . Máy móc chạy còn êm xem xe tại ngà hương lộ 2,Honda,Blade,2016,250,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123626509.htm
1727,Xe Air Blade 2020 xe zin đẹp. xe cá nhân nhà chạy,31.500.000 đ,29.93 tr,35.13 tr,"Phường 8, Quận 11, Tp Hồ Chí Minh","Em cần bán lại 1 chiếc xe Air Blede màu đỏ đen.
Xe cá nhân nhà chạy cực đẹp và zin
Bạn nào mua xin liên hệ cảm on",Honda,Air Blade,2020,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123622512.htm
1728,mua oto nên ít sd cần bán sh125 chính chủ BS.86B1,68.000.000 đ,73.25 tr,85.99 tr,"Phường 7, Quận 11, Tp Hồ Chí Minh",Mua oto nên ít sd cần bán sh125 mới đi 4400km như mới xe ốc bánh chưa tháo chưa vá lần nào. Xe đã dán keo 3 lớp full xe. Chưa đụng chạm tới con ốc nào hết ngoài ốc thay nhớt còn đủ 2 remot 2 kính zin theo xe full bill bão dưỡng hãng.,Honda,SH,2023,4400,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123207361.htm
1729,cần thanh lý xe hayate tay ga,3.700.000 đ,4.18 tr,4.9 tr,"Phường 5, Quận 11, Tp Hồ Chí Minh",Mình cần ra đi 1 em xe tay ga điện đèn còi xinhan đầy đủ.máy móc êm k hú hí chỉ việc đổ xăng là chạy.giá 3tr7 có bớt chút xăng xe cho ae nhanh lẹ.biển số tphcm,Suzuki,Hayate,2012,1000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123604144.htm
1730,FUTURE NEO 2009,21.500.000 đ,29.19 tr,34.26 tr,"Phường 5, Quận 11, Tp Hồ Chí Minh","Nhà dư xe cần bán chiếc future neo 2009 GT ,đồ hồ điện tử máy còn rất êm,hồ sơ cầm tay về chỉ bấm biển số giá 21 triệu 500",Honda,Future,2009,700000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123587736.htm
1731,Cần Bán SH150i ABS 2018 Khoá SMK chất xe đẹp,72.000.000 đ,58.13 tr,68.25 tr,"Phường 14, Quận 11, Tp Hồ Chí Minh","xe đẹp , dàn áo lên trắng đen Sporty , máy zin 100% nhà sản xuất , êm ấm thì thầm rất tốt và tiết kiệm xăng , chất xe đẹp như hình , xem xe tại nhà Quận 10, thiện chí xem xe trực tiếp có bớt , xe chính chủ nên uỷ quyền hay mua bán sang tên đều được.",Honda,SH,2018,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123565257.htm
1732,Xe tàu ruột wave alpha bao thợ test,7.000.000 đ,,,"Phường 16, Quận 11, Tp Hồ Chí Minh","- xe ít chạy, còn mới
- nữ chạy kỹ
- xe chưa rã máy
- xe đầy đủ giấy tờ
- biển số tphcm",Honda,@,2001,70000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123535506.htm
1733,Novou 4 sản xuất 2010.,5.500.000 đ,4.01 tr,4.71 tr,"Phường 9, Quận 11, Tp Hồ Chí Minh","Xe chính chủ đang sử dụng vẫn chạy tốt, do dư xe mới bán. 
Ủy quyền , công chứng rút giấy tờ sang tên được hết. 
Ai có nhu cầu xin liên hệ ☎
Giao dịch tại nhà.",Yamaha,Nouvo,2010,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123524678.htm
1734,152 ốc đêm,20.800.000 đ,15.19 tr,17.83 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh","Honda AB125 xe đẹp máy zin 
Bstp bao công chứng 
Xem xe gần trường Nguyễn Văn Phú 
ACE cần ib mình nha
Giá yêu thương 20tr80 bớt nhẹ cho ae thiện chí",Honda,Air Blade,2014,26000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123519100.htm
1735,LEAD KHOÁ SMATKEY CUỐI 2018 CHÍNH CHỦ ĐẸP!!!,26.500.000 đ,22.94 tr,26.93 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bà chị đổi xe nên thanh lí. Xe còn dán keo,lột keo ra như mới kg 1 vết trầy. Xe mới thay cặp vỏ Michenlin,máy êm ru như xe điện. Giá bán 26tr500. Fix xăng cộ cho ae mau lẹ. Chứng giấy 30s.",Honda,Lead,2018,40000,Đã sử dụng,Tay ga,Đang cập nhật,Bảo hành hãng,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123485065.htm
1736,KTM 250 HQCN lên classic dành cho người trên 1m7,47.000.000 đ,,,"Phường 10, Quận 11, Tp Hồ Chí Minh","Tình trạng xe lướt 7000 bao check mọi nơi trên SG.
Lên dáng rất đẹp. Thanh niên 1m7 phù hopej vì yên hơi cao. Xe tại q 3 và q11",KTM,Duke 250,2019,7000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123505363.htm
1737,sh 150i đời 2011 nhập 3 cục sm 5007 chưa rớt đầu,94.800.000 đ,111.87 tr,131.33 tr,"Phường 14, Quận 11, Tp Hồ Chí Minh","🛵Sh 150i đời 2011 số máy đời cao 5007 ..đời cao xe máy ý trùm mền ích chạy..
 🛵dán keo nguyên xe....ít trầy xước..lột ra mới keng xèng beng..
🛵xe odo 38.000km đồng hồ (ae dẫn thợ đến xem)
✌️xe mình sử dụng đứng tên cavet xe..
🛵Xe zin toàn tập chưa rớt đầu..tháo lòng gì 
hết..bảo dưỡng định kỳ thay nước nhớt đẩy đủ
🛵xe có sơn 1 lần màu 2012 sprot theo xe..chỉ sơn lại mâm phuộc...còn lại zin
❌biển số 66 (thành phố đồng tháp) chính chủ *** sang tên uỷ quyền nhanh gọn❌hỗ trợ rút hồ sơ gốc
🛵Xem xe q11..ngay chủ đứng tên ko qua trung gian mua bán
💰mình bán 9x triệu..(90 mấy triệu... thương lượng khi xem xe)
☎️*** tài
Thanks add",Honda,SH,2011,38000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123306511.htm
1738,cần nhường lại xe supper Dream 110,25.000.000 đ,10.08 tr,11.83 tr,"Phường 10, Quận 11, Tp Hồ Chí Minh",Cần bán xe supper Dream 110cc phiên bản kỉ niệm..xe rất đẹp ít đi..cf di làm rồi về..giữ kỷ ..tuyết kiệm xăng .mới thay vỏ michelin ốc tán trên xe sin từng con ốc..xe 9 chủ fixx nhẹ cho ae cần su tầm,Honda,Dream,2016,19000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123469706.htm
1739,Xe tay ga Honda Sh Ý 2008 màu nâu chưa bung đầu,50.000.000 đ,40.61 tr,47.67 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh","SH150i Ý 2008, nâu cà phê
Máy zin(chưa bung đầu)
Xem xe Q11",Honda,SH,2008,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123435277.htm
1740,AirBlade 125. Biển TpHCM chính chủ,38.800.000 đ,36.71 tr,43.1 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh","❤️❤️Ab_125❤️ Xanh Đen, Khoá SMK
_Biển Sài gòn 𝑐ℎ𝑖́𝑛ℎ 𝑐ℎ𝑢̉, SmarKey thông minh 
_Cam kết 𝐌𝐚́𝐲 𝐦𝐨́𝐜 𝐧𝐠𝐮𝐲𝐞̂𝐧 𝐳𝐢𝐧 100%,đầu chưa mở
_ 2 bánh trước sau chưa mở, bô chưa mở. 
_ Odo 4600km
_Máy cực kì êm, mọi chức năng đều hoạt động tốt
_Ngoại hình cực kì đẹp, áo dán keo nguyên xe
_ Xe 1 đời chủ, kí giấy mua bán tại phòng công chứng
_ Sang tên rút hs gốc liền trong ngày
_ Giá #38tr800 (fix cf xăng cộ thương lượng trực tiếp)
_Xem xe tại nhà, Đầm sen q11
☎️ ( #Gọi Trực tiếp, hoặc nhắn ZL giúp e)",Honda,Air Blade,2023,4600,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123361353.htm
1741,Bán xe Xbike nhà vẫn đang sử dụng,8.500.000 đ,8.5 tr,9.98 tr,"Phường 1, Quận 11, Tp Hồ Chí Minh","Nhà chật nên bán xbike máy chạm zin im đã tách max lên sạc ex150 cặp kèn denso câu role đầy đủ bóp bao phê 
Xe bs TpHcm chính chủ sang tên ủy quyền thoải mái giá mong muốn 8t5 xem xe Q11 
Lưu ý ; ko có đèn trợ sáng nhé",Suzuki,Xbike,2012,10000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123405004.htm
1742,Bán winner V1 BsTP 9 chủ,17.000.000 đ,14.57 tr,17.1 tr,"Phường 14, Quận 11, Tp Hồ Chí Minh","Đi xuất khẩu lao động về ( nên đổi xe Cần bán lại Winer V1)
Xe mua 2018 đi đc 30000km
Xe rất ít chạy
Xe mình đứng tên BsTp 
💥💥 Xe Zin hết chưa đụng chạm đầu nồi chưa mở
Còn kiếng zin phụ kiện đầy đủ

Xem xe tại nhà quận 11",Honda,Winner,2018,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123402431.htm
1743,"Bán Winner v1 2017, không chính chủ. Có fix nhẹ ạ",11.000.000 đ,13.38 tr,15.71 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh","Xe vẫn còn zin
Yên bị rách, chỉ cần thay lại 
Đời v1 2017
Bạn nào có nhu cầu mua lại liên hệ *** ạ
Mình ở q11",Honda,Winner,2017,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123401496.htm
1744,chủ gửi bán yamaha luvia,12.000.000 đ,5.98 tr,7.02 tr,"Phường 1, Quận 11, Tp Hồ Chí Minh","xe trùm mên,ít chạy,máy móc zin,chưa bung,công chứng trong ngày,xe ở quận 10.ace cần lh 9 chủ thươg lượng.e đăng hộ ạ.",Yamaha,Luvias,2011,1000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123390296.htm
1745,sym ez 110cc gl,4.500.000 đ,6.62 tr,7.78 tr,"Phường 3, Quận 11, Tp Hồ Chí Minh",cần bán hay giao lưu xe sym ez 110cc như hình xe máy êm ru chạy mạnh như châu xe hư bình không đề xe cavet đầy đủ BS sài gòn xe dàn áo hơi cũ có bể ngay ốp đầu sau có chụp rõ mua thay lại giá 105000 shopi bán ae cần xe đi làm liên hệ xin cảm ơn,SYM,EZ,2010,53993,Đã sử dụng,Xe số,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123384828.htm
1746,Vespa Prima YatchClub,39.800.000 đ,43.1 tr,50.6 tr,"Phường 5, Quận 11, Tp Hồ Chí Minh","Vespa prima bảng yatch club 2019
Xe em đag sử dụng, mọi chức năng bình thường
Xe còn dán keo, kính zin, cảng zin còn đủ
Còn đủ 2 chìa
Biển số TP, chính chủ ký giấy uỷ quyền nhanh lẹ
Xem xe ở quận 11",Piaggio,Vespa,2019,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123365316.htm
1747,Xuất cảnh cần bán gấp xe phụ nữ đi.,16.500.000 đ,15.38 tr,18.06 tr,"Phường 14, Quận 11, Tp Hồ Chí Minh",Bà chị xuaat cảnh đi nuoesc ngoài cần bán gấp xe đẹp ít đi odo 48.000 xe bảo hành hãng. Dán đề can toàn bộ xe. Chính chủ sang tên liền. Giảm giá cho người có thiện chí. Xem xe tại nhà.,Honda,Lead,2015,48000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123358441.htm
1748,Piaggio zip xe xin đẹp máy êm mạnh bstp chính chủ,6.900.000 đ,4.14 tr,4.86 tr,"Phường 5, Quận 11, Tp Hồ Chí Minh",Xe để lâu ích sử dụng cần bán lại 1 xe Piaggio zip xe còn đẹp máy còn êm mạnh mẽ sử dụng rất tốt xe biển số thành phố chính chủ,Piaggio,Zip,2008,32,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123304078.htm
1749,honda airblade Fi 125 xanh bạc 2016 zin đẹp 1 chủ,22.800.000 đ,19.98 tr,23.46 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda airblade Fi 125 màu xanh bạc . Đăng ký 2016. Xe nguyên zin 1 chủ mua mới đứng tên
Sơn zin tem zin đẹp không trầy xước 
Máy móc bao zin chưa mở qua. 
Máy chạy vọt mạnh ngon êm ru . không hú kêu gì hết Cực êm
Xe sử dụng kĩ . Còn mới đẹp sạch sẻ. Ốc tán sáng
Biển số thành phố
Ngay chủ ký bán công chứng sang tên hoặc uỷ quyền 20 năm
Giá bán 22 triệu 800
Xem xe mua bán tại nhà phường 13 quận 11
Hình chụp xe thật 100",Honda,Air Blade,2016,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123348369.htm
1750,honda shmode Fi 125 trắng nâu 2018 khoá smisky zin,38.500.000 đ,35.93 tr,42.18 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda shmode Fi 125 màu trắng nâu khoá smisky zin theo xe . Đăng ký cuói 2018
Xe zin . Sơn zin còn bao keo đẹp khổng trầy
Máy móc zin chưa mở qua . Máy mạnh ngon êm ru
Xe còn mới đẹp 90%
Biển số thành phố. Ngay chủ ký công chứng sang tên liền hoặc uỷ quyền được hết
Giá bán 38 triệu 500
Xem xe mua bán tại nhà phường 13 quận 11",Honda,SH Mode,2018,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123348039.htm
1751,honda lead Fi 125 trắng nâu 2016 zin đẹp ngay chủ,18.500.000 đ,16.53 tr,19.41 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda lead Fi 125 màu trắng nâu . Đăng ký 2016.. xe zin . Áo đẹp kg trầy 
Máy móc chưa mở qua. Máy chạy vọt mạnh êm ru . 
Kg tiếng kêu hú gì hết. Cực êm
Xe còn mới đẹp sạch sẻ
Biển số thành phố 
Ngay chủ ký bán công chứng sang tên hoặc uỷ quyền 20 năm
Giá bán 18 triệu 500
Xem xe mua bán tại nhà Phường 13 quận 11
Hình thật xe",Honda,Lead,2016,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123347825.htm
1752,honda shmode 125 xanh đen 2022 zin nguyên đẹp,49.500.000 đ,49.35 tr,57.93 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda shmode Fi 125 màu xanh đen . Cuối năm 2022.. 
xe zin nguyên . Sơn zin bao keo không trầy 
Xe chạy 9000 km bao zin 
Xe còn rất mới. Ốc tán sáng len ken 
Máy mạnh ngon êm ru 
Biên số thành phố 
Ngay chủ ký công chứng sang tên hoặc uỷ quyền 20 năm 
Giá bán 49 tr 500
Xem xe mua bán tại nhà phường 13 quận 11",Honda,SH Mode,2022,8800,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123344763.htm
1753,honda airblade Fi 125 đen nhám 1 chủ 2015 zin đẹp,19.500.000 đ,15.9 tr,18.67 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda airblade Fi 125 màu đen nhám phiên bản đặc biệt. Mua năm 2015
Xe zin đẹp . Áo không trầy. Máy zin chưa mở . Chưa rớt đầu. Máy mạnh ngon êm ru kg hú kêu
Xe còn mới đẹp sạch sẻ
Biển số thành phố .
Ngay chủ ký công chứng sang tên hoặc uỷ quyền 20 năm
Giá bán 19 tr 500
Xem xe mua bán tại nhà phường 13 quận 11",Honda,Air Blade,2015,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123344308.htm
1754,honda shmode ABS xám đen 7/2024 nguyên zin,62.500.000 đ,54.03 tr,63.43 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bán xe honda shmode Fi 125 thắng ABS màu xám đen . Mua 7/2024
Xe nguyên zin . Đi đúng 5500 km bao zin 
Xe còn rất mới . Máy mạnh ngon êm ru
Biển số thành phố quận 11
Ngay chủ ký công chứng sang tên hoặc ủy quyền 20 năm 
Giá bán 62 triệu 500
Xem xe mua bán tại nhà phường 13 quận 11",Honda,SH Mode,2024,5500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123342713.htm
1755,honda Vario 160 xám xi măng ABS cuối 2023 zin đẹp,45.800.000 đ,35.34 tr,41.48 tr,"Phường 13, Quận 11, Tp Hồ Chí Minh","Bãn xe Honda Vario 160 xám xi măng thắng ABS 2 đĩa . Đăng ký năm 2023
Xe nguyên zin . Sơn zin đẹp bao keo không trầy
Máy móc chưa mở. Máy ngon êm ru 
Xe còn mới đẹp ken ken
Biển số thành phố 
Ngay chủ ký công chứng sang tên hoặc uỷ quyền được hết 
Giá ba 45 triệu 800
Xem xe mua bán tại nhà Phường 13 quận 11",Honda,Vario,2023,9500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123341834.htm
1756,"Nhận mua bán giao lưu các dòng xe , xe 9 chủ",28.500.000 đ,26 tr,30.52 tr,"Phường 8, Quận 11, Tp Hồ Chí Minh","Yamaha PG-1 8/2024 Xanh Xi măn 
Odo 3000 km . Đủ phụ kiện , 
xe đẹp như mới
Giá: 28,5tr 💰
Biển SG Chính chủ sang Tên hoặc Uỷ quyền . 

Anh em quan tâm mua bán - trao đổi xe gọi em :
📲*** - ***
✅ Xem xe - mua bán tại nhà :",Yamaha,PG-1,2024,3000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123338825.htm
1757,Cần bán xe vario125 Đk 2021 ít chạy,35.300.000 đ,32.11 tr,37.7 tr,"Phường 8, Quận 11, Tp Hồ Chí Minh",Cần bán vario 125 Đk2021 1đời chủ mua mới ít chạy xe đẹp keng dán keo nguyên chiếc 2bánh chưa mở chưa đụng chạm 1con ốc,Honda,Vario,2021,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/123338823.htm
