id,title,description,Dòng xe,description_cleaned,title_cleaned,content
1519,❤️Vespa Sprint 150cc 2022 Full Đồ Chơi Siêu Lướt❤️,"❤️Vespa sprint 150cc 2022 Full Đồ Chơi Biển SG siêu luớt nguời dùng ngay chủ kí mua bán, Xe bao máy móc nguyên zin
Odo 7700km ( có phát sinh do đi lại hàng ngày )
List Đồ Trên Xe Tất Cả Đều Mua New Full Box :
🔥Mâm x1r chính hãng 
🔥Trợ lực matris chính hãng 
🔥Viền đèn sip chính hãng 
🔥Đèn xi nhan led audi ( 1 bên sáng , bao fix lại )
🔥Cảng Z
🔥Cổ pô titan 
🔥Gác chân 
🔥Nắp chụp càng thắng maru cnc
🔥Nắp chụp lốc nồi maru cnc
🔥Nắp chụp mâm maru cnc
🔥Ốp quạt xoay cnc
🔥Ốp che phuộc cnc
🔥Full ốc titan 
🔥Xe làm full nồi bao êm nhẹ
🏠Mua bán tại nhà Lý Thái Tổ Q10",Sprint,yêu vespa sprint 150cc 2022 full đồ_chơi biển siêu luớt chủ kí mua_bán bao máy_móc nguyên_zin odo 7700km phát_sinh đi_lại hàng list đồ mua new full box mâm x1r hãng trợ_lực matris hãng viền đèn sip hãng đèn xi_nhan led audi bao fix cảng_vậy cổ pô titan gác chân nắp chụp thắng maru cnc nắp chụp lốc nồi maru cnc nắp chụp mâm maru cnc ốp quạt xoay cnc ốp che phuộc cnc full ốc titan full nồi bao êm nhẹ mua_bán lý thái tổ_q10,yêu vespa sprint 150cc 2022 full đồ_chơi siêu lướt yêu,yêu vespa sprint 150cc 2022 full đồ_chơi biển siêu luớt chủ kí mua_bán bao máy_móc nguyên_zin odo 7700km phát_sinh đi_lại hàng list đồ mua new full box mâm x1r hãng trợ_lực matris hãng viền đèn sip hãng đèn xi_nhan led audi bao fix cảng_vậy cổ pô titan gác chân nắp chụp thắng maru cnc nắp chụp lốc nồi maru cnc nắp chụp mâm maru cnc ốp quạt xoay cnc ốp che phuộc cnc full ốc titan full nồi bao êm nhẹ mua_bán lý thái tổ_q10 yêu vespa sprint 150cc 2022 full đồ_chơi siêu lướt yêu
1520,AB 125 10/2015,Ab 125 xe siêu đẹp ký mua bán hay ủy quyền ae cần alo mình,Air Blade,ab 125 siêu đẹp ký mua_bán ủy quyền anh_em alo,ab 125 10 2015,ab 125 siêu đẹp ký mua_bán ủy quyền anh_em alo ab 125 10 2015
1521,Cần Bán Xe SH350i Max đời Máy Thái 2023,"Xe full keo - full phụ kiện , chính chủ ký bán bao sang tên , nên sẽ k bớt nhiều được cho mọi người, xe mới like new 99% lăn bánh 2.000km, xem xe tại nhà quận 10",SH,full keo full phụ_kiện chủ ký bao sang_tên không bớt like new 99 lăn bánh 2.000 km 10,sh350i max đời máy thái 2023,full keo full phụ_kiện chủ ký bao sang_tên không bớt like new 99 lăn bánh 2.000 km 10 sh350i max đời máy thái 2023
1522,Sh350 Xanh Deepblue leng keng cần ra đi,"Xe màu bạc nhám cao cấp,máy Thái đã sơn lại xanh deepblue được 1 tháng.
Xe máy móc zin 100%, đã vô dc 1 số option cơ bản :
 Pô zin mở cổ titan nhẹ xe.
 Vỏ pirrely mới thay 1 tháng.
 Full ốc salaya toàn xe.
 Xe đang trong trạng thái leng keng, a e mua về chỉ việc đổ xăng là vặn.
Xe ngay chủ bao kí hồ sơ mua bán thu hồi, a e mua về chỉ việc bấm bs tứ quý thôi.
Em cần ra đi giá 108tr800(fix lia lịa).
a e nào cần thêm đồ chơi theo xe full option e hỗ trợ giá tình cảm mặn nồng luôn ạ ( nitron ,brembo, tay corsa, đĩa malossi...)
mong nhận được sự quan tâm của a e.💋💋💋",SH,màu bạc nhám cao_cấp máy thái sơn xanh deepblue xe_máy_móc zin 100 vô option cơ_bản pô zin cổ titan nhẹ vỏ pirrely thay full ốc salaya toàn trạng_thái leng_keng anh_em mua đổ xăng vặn chủ bao kí hồ_sơ mua_bán thu_hồi anh_em mua bấm bs tứ_quý đi giá 108tr800 fix lia_lịa anh_em đồ_chơi full option hỗ_trợ_giá tình_cảm mặn_nồng nitron brembo corsa đĩa malossi ... mong anh_em,sh350 xanh deepblue leng_keng đi,màu bạc nhám cao_cấp máy thái sơn xanh deepblue xe_máy_móc zin 100 vô option cơ_bản pô zin cổ titan nhẹ vỏ pirrely thay full ốc salaya toàn trạng_thái leng_keng anh_em mua đổ xăng vặn chủ bao kí hồ_sơ mua_bán thu_hồi anh_em mua bấm bs tứ_quý đi giá 108tr800 fix lia_lịa anh_em đồ_chơi full option hỗ_trợ_giá tình_cảm mặn_nồng nitron brembo corsa đĩa malossi ... mong anh_em sh350 xanh deepblue leng_keng đi
1523,shý,"Cần bán sh nhập ba cục 125 đời 2010,bstp chính chủ-máy êm nhẹ ko hú hí,đã thay full cục máy 150 
Đời 2011",SH,sh nhập cục 125 đời 2010 bstp chủ máy êm nhẹ không hú_hí thay full cục máy 150 đời 2011,shý,sh nhập cục 125 đời 2010 bstp chủ máy êm nhẹ không hú_hí thay full cục máy 150 đời 2011 shý
1524,Cần Bán xe Kv TpHcm ( caffe ít cho a e ở xa ),"Xe 9 chủ -1 đời chủ 
Xe máy móc zin chưa rớt chỉ đi vv caffe
Xuống dàn chân + kiểng sơ sơ 
Odo:57000km
Cần tìm ng nối tiếp đam mê.. a e ở xa sẽ fix it xăng cộ cho a e 
Liên hệ :*** ( Trung)",Exciter,chủ đời chủ xe_máy_móc zin rớt đi vui_vẻ caffe dàn chân kiểng sơ_sơ odo 57000km nối_tiếp đam_mê anh_em fix it xăng cộ anh_em liên_hệ trung,kv thành_phố hồ chí minh caffe anh_em,chủ đời chủ xe_máy_móc zin rớt đi vui_vẻ caffe dàn chân kiểng sơ_sơ odo 57000km nối_tiếp đam_mê anh_em fix it xăng cộ anh_em liên_hệ trung kv thành_phố hồ chí minh caffe anh_em
1525,Xe nhà ít đi,Xe đưa cháu vào ở trong nam k đi nữa xe tự lúc mua tới giờ chỉ dung km vo xe còn nguyên bản máy din chất bán bao tranh chấp có po cccd chủ xe xe trum mền một chỗ thì nhiều máy nô êm như xe điện,Mio,cháu nam không đi_nữa mua dung km vo nguyên_bản máy din chất bao tranh_chấp po cccd chủ trum mền chỗ máy nô êm điện,đi,cháu nam không đi_nữa mua dung km vo nguyên_bản máy din chất bao tranh_chấp po cccd chủ trum mền chỗ máy nô êm điện đi
1526,ex 2006 62zz không sang tên,"Ex 1s92 máy 62zz lòng ycs bình uma pô móc đít zin máy êm + lực 
Dàn ngoài full salaya heo brembo dây dầu ngắt
Gấp 150 cùi dĩa cnc , mâm thái 
Xe gtdd ko sang tên bstp có fix ae nhanh lẹ
Xem xe tây ninh nha ae",Exciter,ex 1s92 máy 62zz ycs bình uma pô móc đít zin máy êm lực dàn full salaya heo brembo dây dầu ngắt gấp 150 cùi dĩa cnc mâm_thái gtdd không sang_tên bstp fix anh_em nhanh_lẹ tây_ninh nha anh_em,ex 2006 62zz không sang_tên,ex 1s92 máy 62zz ycs bình uma pô móc đít zin máy êm lực dàn full salaya heo brembo dây dầu ngắt gấp 150 cùi dĩa cnc mâm_thái gtdd không sang_tên bstp fix anh_em nhanh_lẹ tây_ninh nha anh_em ex 2006 62zz không sang_tên
1527,cbr 650r 2019,"Hết đam mê bán lại 
Xe rất ít đi đậu tại Q10
Bao xe nghiêm chỉnh không có lỗi làm gì hết
Giá bán xe zin",CBR,đam_mê đi đậu q10 bao nghiêm_chỉnh không lỗi giá zin,cbr 650r 2019,đam_mê đi đậu q10 bao nghiêm_chỉnh không lỗi giá zin cbr 650r 2019
1528,Airblade date 2012 bstp 1đời chủ,"Xe NHÀ chính chủ bao công chứng mua bán uỷ quyền nhanh gọn
Máy móc zin êm vẫn đang sử dụng bình thường,thay nhớt đúng km định kỳ ae chỉ việc mua về đỗ xăng sử dụng
Giá 9tr500
Xem xe trực tiếp tại nhà",Air Blade,chủ bao công_chứng mua_bán uỷ_quyền gọn máy_móc zin êm bình_thường thay nhớt km định_kỳ anh_em mua đỗ xăng giá 9tr500,airblade date 2012 bstp 1đời chủ,chủ bao công_chứng mua_bán uỷ_quyền gọn máy_móc zin êm bình_thường thay nhớt km định_kỳ anh_em mua đỗ xăng giá 9tr500 airblade date 2012 bstp 1đời chủ
1529,ASTREA 100 KHÔNG ĐỀ,"Ông A đổi xe, gửi bán dùm xe Astrea không đề, máy xe đang nổ đi làm bình thuờng (ko bao êm), đầu nòng Dream, đuôi cá 81, bộ lửa TQ, dàn nhựa zin xấu, đồ zin lô lẫn lộn, niền trước bị lủng, phù hợp về đi cày cuốc hoặc xuống đuôi Cub làm xe tải hàng..., BSTP bao tranh chấp, giá 5.7tr.

Ace quan tâm alo e Quang ở Q10.

Xin cám ơn.",Dòng khác,đổi gửi dùm astrea không đề máy nổ đi bình thuờng không bao êm đầu nòng dream đuôi cá 81 lửa trung_quốc dàn nhựa zin xấu đồ zin lô lẫn_lộn niền lủng đi cày_cuốc đuôi cub xe_tải hàng ... bstp bao tranh_chấp giá 5.7 tr anh_chị_em alo quang q10 cám_ơn,astrea 100 không đề,đổi gửi dùm astrea không đề máy nổ đi bình thuờng không bao êm đầu nòng dream đuôi cá 81 lửa trung_quốc dàn nhựa zin xấu đồ zin lô lẫn_lộn niền lủng đi cày_cuốc đuôi cub xe_tải hàng ... bstp bao tranh_chấp giá 5.7 tr anh_chị_em alo quang q10 cám_ơn astrea 100 không đề
1530,Xe như mới không bị đụng và trầy xước,Xe rất đẹp co den lèd ít chạy bảo đảm xe rất đẹp thay là mua,Vario,đẹp co den lèd chạy bảo_đảm đẹp thay mua,không đụng trầy_xước,đẹp co den lèd chạy bảo_đảm đẹp thay mua không đụng trầy_xước
1531,vision 2019,"Xe vision 2019 chính chủ, ký uỷ quyền ok
Xem xe tphcm Q10",Vision,vision 2019 chủ ký uỷ_quyền_ok thành_phố hồ chí minh q10,vision 2019,vision 2019 chủ ký uỷ_quyền_ok thành_phố hồ chí minh q10 vision 2019
1532,bán xe honda Gl pro150,"Xe nhập nguyên chiếc về độ lại scrambler , xe giấy HQCN ko phải giấy tào lao , có ký công chứng cho bạn nào cần , xe đạp nổ không có đề , bao đi tour ko bao giờ rớt máy",Dòng khác,nhập nguyên độ scrambler giấy hqcn không giấy tào_lao ký công_chứng xe_đạp nổ không đề bao đi tour không rớt máy,honda gl pro150,nhập nguyên độ scrambler giấy hqcn không giấy tào_lao ký công_chứng xe_đạp nổ không đề bao đi tour không rớt máy honda gl pro150
1533,Bán xe lỗi suzuki viva 115 fi,"Bán xe máy đã qua sd, xe mua từ 2013. Hiện máy đã trục trặc. Có thể đi được đoạn ngắn. Muốn làm lại máy thì chi phí khá cao nên bán như ve chai luôn.

Nếu k làm thủ tục: m lấy lại biển số, hàn xoá số khung số máy, giá 2tr3

Nếu làm đúng đủ thủ tục: giá 3tr",Viva,xe_máy sd mua 2013 hiện máy trục_trặc đi đoạn ngắn máy chi_phí ve_chai không thủ_tục biển hàn xoá khung máy giá 2tr3 thủ_tục giá 3tr,lỗi suzuki viva 115 fi,xe_máy sd mua 2013 hiện máy trục_trặc đi đoạn ngắn máy chi_phí ve_chai không thủ_tục biển hàn xoá khung máy giá 2tr3 thủ_tục giá 3tr lỗi suzuki viva 115 fi
1534,Winner v1 zin,"E cần đổi tay ga nên bán winner zin biển số79, xe e mua của cửa hàng có giấy mua bán btc, sang tên đc mà mất phí. Xe e mới thay nhớt, nhông sên dĩa mới. Đổ xăng là chạy",Winner,đổi ga winner zin biển số79 mua cửa_hàng giấy mua_bán btc sang_tên phí thay nhớt nhông sên dĩa đổ xăng chạy,winner v1 zin,đổi ga winner zin biển số79 mua cửa_hàng giấy mua_bán btc sang_tên phí thay nhớt nhông sên dĩa đổ xăng chạy winner v1 zin
1535,AB 125 pbdb 2015,Ab 125 xe zin từ a đến z bảo trì hàng tháng ae thiện chí alo minh,Air Blade,ab 125 zin bảo_trì hàng anh_em thiện_chí alo minh,ab 125 pbdb 2015,ab 125 zin bảo_trì hàng anh_em thiện_chí alo minh ab 125 pbdb 2015
1536,Nvx.125cc.bs vip thần tài.59v2-69339.chính chủ.,Nvx.125cc.bs vip thần tài.59v2-69339.chính chủ. Xe náy làm ăn lên nhe..do e lên đời bán rẻ. Xe còn gất đẹp. May siêu êm mạnh. Bao zin nguyên con.bao thợ tets các kiểu. Sang tên ủy quyền đều được.,Nvx,nvx 125cc bs vip thần_tài 59v2 69339 chủ náy làm_ăn nhe lên_đời rẻ gất đẹp may siêu êm bao zin nguyên bao thợ tets kiểu sang_tên ủy quyền,nvx 125cc bs vip thần_tài 59v2 69339 chủ,nvx 125cc bs vip thần_tài 59v2 69339 chủ náy làm_ăn nhe lên_đời rẻ gất đẹp may siêu êm bao zin nguyên bao thợ tets kiểu sang_tên ủy quyền nvx 125cc bs vip thần_tài 59v2 69339 chủ
1537,Vario. 125cc.2018.bstp.xe bao zin đep.chính chủ.,Vario. 125cc.bstp.2018.xe bao zin đep.chính chủ. Xe bao zin.bao êm. Bao thợ tets các kiểu. Chính chủ. Sang tên uy quyền điều được. Do lên đời dư xe em bán bớt.,Vario,vario 125cc bstp 2018 bao zin đep chủ bao zin bao êm bao thợ tets kiểu chủ sang_tên uy_quyền lên_đời dư bớt,vario 125cc 2018 bstp bao zin đep chủ,vario 125cc bstp 2018 bao zin đep chủ bao zin bao êm bao thợ tets kiểu chủ sang_tên uy_quyền lên_đời dư bớt vario 125cc 2018 bstp bao zin đep chủ
1538,Vario 125 2018 một đời chủ,"Vario 125 2018 máy nắp chưa chạm, một đời chủ. Xe đi kỹ, đẹp, nhẹ êm. Bao uỷ quyền công chứng trong ngày. 

Lh anh Trí. Xem xe tại đc 468 Đ. 3/2 P.12, Q.10",Vario,vario 125 2018 máy nắp chạm đời chủ đi kỹ đẹp nhẹ êm bao uỷ_quyền công_chứng lh trí 468 12 10,vario 125 2018 đời chủ,vario 125 2018 máy nắp chạm đời chủ đi kỹ đẹp nhẹ êm bao uỷ_quyền công_chứng lh trí 468 12 10 vario 125 2018 đời chủ
1539,bán xe máy vairo mới mua biển tỉnh,xe biển tỉnh mới đi chưa va chạm trầy trước còn zin,Vario,biển tỉnh đi va_chạm trầy zin,xe_máy vairo mua biển tỉnh,biển tỉnh đi va_chạm trầy zin xe_máy vairo mua biển tỉnh
1540,Bán xe vision 2021 đẹp chính chủ,Cần bán lại xe vision 2021 chính chủ sáng tên cái rụp,Vision,vision 2021 chủ rụp,vision 2021 đẹp chủ,vision 2021 chủ rụp vision 2021 đẹp chủ
1541,BÁN XE AIRBLADE 125 ÐỜI 2018 BS 48,"Bán xe như hình,xe zin còn mới,máy êm chưa đụng chạm,giấy tờ đầy đủ ,bao tranh chấp,ace muốn sang tên thì nhờ dich vụ nha,ưu tiên ace ở ĐakNong,BS :48B1-50490,",Air Blade,hình zin máy êm đụng_chạm giấy_tờ đầy_đủ bao tranh_chấp anh_chị_em sang_tên dich vụ nha ưu_tiên anh_chị_em đaknong bs 48b1 50490,airblade 125 ðời 2018 bs 48,hình zin máy êm đụng_chạm giấy_tờ đầy_đủ bao tranh_chấp anh_chị_em sang_tên dich vụ nha ưu_tiên anh_chị_em đaknong bs 48b1 50490 airblade 125 ðời 2018 bs 48
1542,SHmore 125 PBĐB đời 2017,"Xe chính chủ đứng tên thẻ chủ quyền,,,
Lớn tuổi nên sử dụng rất kỷ,xe có dán keo,,,chưa từng sửa chữa gì ,,,đúng chất xe nhà đi từ đó tới giờ, không dọn xe hoặc tân trang gì cả,,,
Máy và nước sơn zin hoàn toàn,,,cực êm",SH Mode,chủ đứng_tên thẻ chủ_quyền lớn_tuổi kỷ dán keo sửa_chữa chất đi không dọn tân_trang máy sơn zin cực êm,shmore 125 pbđb đời 2017,chủ đứng_tên thẻ chủ_quyền lớn_tuổi kỷ dán keo sửa_chữa chất đi không dọn tân_trang máy sơn zin cực êm shmore 125 pbđb đời 2017
1543,"Bán Janus bản đặc biệt xám nhám, smartkey, 9 chủ","Mình muốn đổi xe nên bán xe Janus màu xám nhám, bảng đặc biệt, có smartkey, bs thành phố HCM.
Xe đi được 23,200 km , máy móc còn ngon lành vì mình bảo trì xe rất tốt và đầy đủ theo sổ bảo dưỡng từ lúc mua đến giờ. Mình giữ máy và xe kỹ nhưng sử dụng kỹ thế nào thì xe cũng có trầy sướt dàn áo một chút vì là màu xám nhám nó khá là dễ bị xướt và nhà mình khá chật khoảng dắt xe ra vào nên lúc dắt ra vô, lâu lâu hay bị cọ vào tường hai bên. Mua về có thể di dán tem trùm hay đi sơn dặm lại các chỗ trầy sướt khoảng 500k. Máy móc còn rất bốc và ổn định, cực kỳ tiết kiệm xăng. Đã thay lốp ko ruột, xe mới mua bh 2 năm hồi trước tết và mới vừa thay nhớt blue core tuần trước để đi chơi Cần Giờ. Mua về là chạy ko cần phải làm gì nữa, trừ khi thích đẹp hơn thì ra dán decal tem trùm lại :)

Ae xem và coi xe trực tiếp tại nhà mình, xe chính chủ mình đứng bán và ra sang tên nhé, ko phải cò lái , sài giấy ủy quyền đâu, nên xe thế nào để y vậy, ko tút hay xào nấu lại để bán như cò lái.

Fix nhẹ vui vẻ thôi ạ, ae trả giá quá đáng mình xin ko reply. Cảm ơn ae",Janus,đổi janus màu xám nhám bảng smartkey bs thành_phố hcm đi 23 200 km máy_móc ngon_lành bảo_trì tốt đầy_đủ sổ bảo_dưỡng mua máy kỹ kỹ trầy sướt dàn áo một_chút màu xám nhám xướt chật dắt dắt vô cọ tường hai mua di_dán tem trùm đi sơn dặm chỗ trầy sướt 500k máy_móc bốc ổn_định cực_kỳ tiết_kiệm xăng thay lốp không ruột mua hồi tết thay nhớt blue core tuần đi mua chạy không trừ thích đẹp dán decal tem trùm anh_em coi chủ đứng sang_tên không cò lái sài giấy ủy quyền y_vậy không tút xào_nấu cò lái fix nhẹ vui_vẻ anh_em trả_giá không reply anh_em,janus xám nhám smartkey chủ,đổi janus màu xám nhám bảng smartkey bs thành_phố hcm đi 23 200 km máy_móc ngon_lành bảo_trì tốt đầy_đủ sổ bảo_dưỡng mua máy kỹ kỹ trầy sướt dàn áo một_chút màu xám nhám xướt chật dắt dắt vô cọ tường hai mua di_dán tem trùm đi sơn dặm chỗ trầy sướt 500k máy_móc bốc ổn_định cực_kỳ tiết_kiệm xăng thay lốp không ruột mua hồi tết thay nhớt blue core tuần đi mua chạy không trừ thích đẹp dán decal tem trùm anh_em coi chủ đứng sang_tên không cò lái sài giấy ủy quyền y_vậy không tút xào_nấu cò lái fix nhẹ vui_vẻ anh_em trả_giá không reply anh_em janus xám nhám smartkey chủ
1544,Cần Bán SH 150i ABS 2018 ( Xe Đẹp ) BSTP 9C,"Xe đẹp - máy móc zin 100% nhà sản xuất - chưa qua sửa chữa - áo đẹp trắng đen Sporty , hình sao xe thì như vậy , xem xe tại nhà quận 10 , có bớt cho người thiện chí khi xem xe trực tiếp.
Em cảm ơn chợ tốt đã đăng tin",SH,đẹp máy_móc zin 100 sản_xuất sửa_chữa áo đẹp trắng_đen sporty hình 10 bớt thiện_chí chợ tốt đăng,sh 150i abs 2018 đẹp bstp 9c,đẹp máy_móc zin 100 sản_xuất sửa_chữa áo đẹp trắng_đen sporty hình 10 bớt thiện_chí chợ tốt đăng sh 150i abs 2018 đẹp bstp 9c
1545,Xe Luvias GTX 2013 biển số TP,"Bán xe Luvias GTX 2013 đăng ký chính chủ - biển số TP
Xe chạy tốt bình thường, trầy dàn áo nhẹ
Biển số quận 10 , đăng ký chính chủ, xe nữ chạy kỹ
Mua xe trực tiếp không qua cò lái.
Anh em cần mua liên hệ sdt: *** Miễn tiếp cò lái",Luvias,luvias gtx 2013 đăng_ký chủ biển tp chạy tốt bình_thường trầy dàn áo nhẹ biển 10 đăng_ký chủ nữ chạy_kỹ mua không cò lái anh_em mua liên_hệ sdt miễn tiếp cò lái,luvias gtx 2013 biển tp,luvias gtx 2013 đăng_ký chủ biển tp chạy tốt bình_thường trầy dàn áo nhẹ biển 10 đăng_ký chủ nữ chạy_kỹ mua không cò lái anh_em mua liên_hệ sdt miễn tiếp cò lái luvias gtx 2013 biển tp
1546,SH 125 đời 2017 mới keng có dán PPF bảo vệ,"Do nhu cầu cần để lại em SH cho mọi người dùng, giá học sinh, sinh viên, mua về là chạy ngay, biển số 59 thủ đức, quan tâm ib thiện chí có fix",SH,nhu_cầu sh giá học_sinh sinh_viên mua chạy biển 59 thủ đức inbox thiện_chí fix,sh 125 đời 2017 keng dán ppf bảo_vệ,nhu_cầu sh giá học_sinh sinh_viên mua chạy biển 59 thủ đức inbox thiện_chí fix sh 125 đời 2017 keng dán ppf bảo_vệ
1547,Honda Vario 150 Đỏ đen K9C,"Cần bán vario 150 đỏ đen 
Xe ko chính chủ 
Biển số sài gòn 
Bao tranh chấp 
Máy móc nguyên zin ko đụng chạm 
Có fix",Vario,vario 150 đỏ_đen không chủ biển bao tranh_chấp máy_móc nguyên zin không đụng_chạm fix,honda vario 150 đỏ_đen k9c,vario 150 đỏ_đen không chủ biển bao tranh_chấp máy_móc nguyên zin không đụng_chạm fix honda vario 150 đỏ_đen k9c
1548,Cb500X đời 2020 oddo18k5,"CB500X 2020 bssg odo18k
Xe zin chuẩn mình mua từ chính chủ
Đang ủy quyền lần 1
- BAGA sau GP
- Chống đổ trước
- 2 cặp đèn trợ sáng
- Đã thay cặp lốp mới, ắc quy mới 
- Kít phuộc trước yss
- Vừa thay motul 300v
Xe hoàn hảo chỉ cần đổ xăng là lên tour
xe Phú Nhuận",CB,cb500x 2020 bssg odo18k zin chuẩn mua chủ ủy quyền baga gp chống đổ cặp đèn trợ thay cặp lốp ắc_quy kít phuộc trước_yss thay motul 300v hoàn_hảo đổ xăng tour phú_nhuận,cb500x đời 2020 oddo18k5,cb500x 2020 bssg odo18k zin chuẩn mua chủ ủy quyền baga gp chống đổ cặp đèn trợ thay cặp lốp ắc_quy kít phuộc trước_yss thay motul 300v hoàn_hảo đổ xăng tour phú_nhuận cb500x đời 2020 oddo18k5
